Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro
"DERRYNANE, BALLYGRAIGUE RD, NENAGH",Unknown,Tipperary,142500.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,12,2013,2013-12-09,94.86943018,24372.30013
"6 & 7 St Mochua's Terrace, Clashmore",Unknown,Waterford,161737.5,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,4,2016,2016-04-14,90.09594264,25220.81921
"11 RIDGEPOOL VILLAGE, BALLINA, CO MAYO",Unknown,Mayo,142500.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,2,2018,2018-02-01,79.23998574,24227.71925
"THE OLD FIRE, SCART, CAMPHIRE CAPPOQUIN",Unknown,Waterford,142500.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,9,2018,2018-09-14,89.41008255,27337.23837
"18 HOLYWELL DENE, SWORDS, DUBLIN",Unknown,Dublin,142500.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,11,2021,2021-11-01,123.9176757,41522.06589
"27 WOODVILLE, KILLALA RD, BALLINA",Unknown,Mayo,142500.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,2,2018,2018-02-26,79.23998574,24227.71925
"21 SEABURY, STATION RD, ROSSLARE STRAND",Unknown,Wexford,142500.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,5,2019,2019-05-14,83.51898489,26568.97561
"MARYVILLE, THE WALK, ROSCOMMON",Unknown,Roscommon,142500.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,1,2018,2018-01-26,79.18237538,24210.10482
"CLONMORE, BALLINAGAR, TULLAMORE",Unknown,Offaly,142580.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,5,2017,2017-05-05,76.51711325,22654.29745
"The Lodge, Lorro Gate, Athenry",Unknown,Galway,161999.99145,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,2,2015,2015-02-05,90.412496,24577.95081
"Apt. 2B The Beech Avenue, Countess Road, Killarney",Unknown,Kerry,142792.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,11,11,2010,2010-11-11,84.16817185,21448.52849
"56 RIVER VILLAGE, MONKSLAND, ATHLONE",Unknown,Roscommon,143000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,6,5,2016,2016-05-06,80.13091635,22431.28043
"5 RIVERCHAPEL PLACE, COURTOWN, WEXFORD",Unknown,Wexford,143000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,10,2018,2018-10-11,83.40947072,25502.54421
"28 OAKFIELD, CLONMINCH, TULLAMORE",Unknown,Offaly,143000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,4,2015,2015-04-23,80.14106676,21785.74073
"KNOCKBOY, RATHVILLY, CARLOW",Unknown,Carlow,143000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,2,2017,2017-02-13,85.94628606,25445.97733
"10 DURABHAN, ROSCAM, GALWAY",Unknown,Galway,143000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,10,2014,2014-10-21,91.09733125,23859.69176
"2 HAZEL COURT, BALLINROBE, MAYO",Unknown,Mayo,143000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,10,2019,2019-10-09,80.78251551,25698.45272
"19 CARRAIG BRIDGE, BUNNAMAYNE, BRIDGEND",Unknown,Donegal,143000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,4,2016,2016-04-21,69.47650061,19448.75885
"APT 62, THE CHANDLER, ARRAN QUAY DUBLIN 7",Dublin 7,Dublin,143000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,12,2015,2015-12-18,121.3860474,32997.87569
"36 BEECH DR, GREENFIELDS, WATERFORD",Unknown,Waterford,143084.77,Yes,Second-Hand Dwelling house /Apartment,Unknown,30,9,2021,2021-09-30,89.61237729,29907.28912
"48 QUINAGH GREEN CARLOW, CO CARLOW",Unknown,Carlow,143500.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,8,2016,2016-08-05,89.48697411,25050.34888
"45 Cluan Enda, Dundalk",Unknown,Louth,143500.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,10,2010,2010-10-18,94.6730957,24125.49241
"17 St. Vincent's View, College Road, Cork",Unknown,Cork,144000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,11,10,2011,2011-10-11,99.84716368,24949.12928
"42 Harbour Court, Arklow",Unknown,Wicklow,144000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,12,2014,2014-12-02,99.53306377,26069.13055
"10 RIVER VISTA, OUGHTERARD, GALWAY",Unknown,Galway,144000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,10,2019,2019-10-07,90.37404068,28749.69908
"7 LOFTUS HALL, BELGARD SQ, DUBLIN 24",Dublin 24,Dublin,144000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,9,2014,2014-09-12,120.6112462,31589.80748
"BALLYMACTURANE, KILRUSH, CLARE",Unknown,Clare,144000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,5,2016,2016-05-30,88.45751594,24762.16966
"4 WATERSIDE KEY, LANCASTER QUAY, CORK",Unknown,Cork,144000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,6,2017,2017-06-21,98.94301186,29293.89683
"6 ROCKYTOWN CRESENT, CAUSEWAY RD, BUNCRANA",Unknown,Donegal,144000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,11,2019,2019-11-20,72.41234003,23035.7409
"49 SPENCER MANOR, CASTLEBAR, MAYO",Unknown,Mayo,144000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,4,2018,2018-04-13,79.23998574,24227.71925
"KILLETER, MULLAGH",Unknown,Cavan,163667.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,5,12,2011,2011-12-05,85.29015233,21311.72242
"80 Ruanbeg Close, Kildare",Unknown,Kildare,144300.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,7,2014,2014-07-15,102.4504307,26833.2306
"21 Hampton Wood Lawn, Finglas",Dublin 11,Dublin,163999.555,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,12,2014,2014-12-18,120.6112462,31589.80748
"20 MAIVILLE TCE, TURNERS CROSS, CORK",Unknown,Cork,144500.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,9,2015,2015-09-15,98.45160268,26763.32095
"124 Block 8  The Neptune, Harty's Quay, Rochestown",Unknown,Cork,164575.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,6,2015,2015-06-22,98.45160268,26763.32095
"67 BELLEVUE HEIGHTS, NEW ROSS, WEXFORD",Unknown,Wexford,145000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,21,12,2017,2017-12-21,82.15337253,24323.01558
"REA, KILMORNA, CO KERRY",Unknown,Kerry,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,4,2018,2018-04-06,83.74417175,25604.87945
"5 RINN NA SHINNA, BREAFFY, CASTLEBAR",Unknown,Mayo,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,9,2020,2020-09-03,80.15103629,26085.92305
"5 TUR DUBHAIN, CHURCHTOWN, FETHARD",Unknown,Wexford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,10,2013,2013-10-25,87.22672669,22408.86193
"BAY VIEW HEIGHTS, BALLYLOSKEY, CARNDONAGH",Unknown,Donegal,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,5,2019,2019-05-13,72.41234003,23035.7409
"153 Block 9  The Schooner, Harty's Quay, Rochestown",Unknown,Cork,164575.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,6,2015,2015-06-22,98.45160268,26763.32095
"9 RIVERDALE, WESTBURY CORBALLY, LIMERICK",Unknown,Clare,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,12,2016,2016-12-20,88.45751594,24762.16966
"GORTNAMINSH, LISTOWEL, KERRY",Unknown,Kerry,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,2,2016,2016-02-24,86.16519196,24120.47274
"4 BELL HAVEL, GOLDEN ISLAND, ATHLONE",Unknown,Westmeath,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,11,2021,2021-11-12,73.53155314,24398.43088
"93 NEWTOWN COURT, MALAHIDE ROAD, DUBLIN 17",Dublin 15,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2020,2020-07-30,123.1012168,40191.10945
"76 MARLSTONE MANOR, BRITTAS RD, THURLES",Unknown,Tipperary,145000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,11,2,2015,2015-02-11,90.24713667,24532.99913
"119 Abbeygrove, Navan",Unknown,Meath,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,9,2011,2011-09-27,98.11595213,24516.54593
"26  Grattan Hill, St. lukes, Cork",Unknown,Cork,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,2,2012,2012-02-28,99.68430933,25832.86283
"CHURCHVIEW, CLOONBONNIFFE, CASTLEREA",Unknown,Roscommon,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,12,2015,2015-12-21,79.32921101,21565.04391
"32 STATION COURT, THE AVENUE, GOREY",Unknown,Wexford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,10,2017,2017-10-16,82.15337253,24323.01558
"24 DRYNAM SQ, DRYNAM HALL, KINSEALY",Unknown,Dublin,145000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,19,5,2015,2015-05-19,121.3860474,32997.87569
"KILLOVEENY, KNOCK, MAYO",Unknown,Mayo,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,7,2016,2016-07-07,80.36872919,22497.85207
"MOYNEHALL, CAVAN, CO.CAVAN",Unknown,Cavan,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,5,2021,2021-05-21,79.16602373,26311.79455
"12 Birch Hill, Aghadoe, Killarney",Unknown,Kerry,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,5,2011,2011-05-23,85.53677189,21373.34604
"8 CHURCHFIELD PLACE WEST, CHURCHFIELD CORK, CORK",Unknown,Cork,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,5,2020,2020-05-08,102.4934839,33427.07414
"18 LIAM MELLOWS TERRACE, BOHERMORE, GALWAY",Unknown,Galway,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,7,2014,2014-07-11,91.09733125,23859.69176
"45 SPINDLEWOOD, GRAIGCULLEN, CARLOW",Unknown,Laois,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,11,2014,2014-11-20,87.4867384,22914.02594
"22 Ciamalta Meadows, Nenagh",Unknown,Tipperary,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,8,2013,2013-08-20,94.86943018,24372.30013
"2 Park Gate, Shillelagh Road, Tullow",Unknown,Carlow,164575.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,9,1,2014,2014-01-09,92.4621259,24217.15096
"68 BELLEVUE HEIGHTS, NEW ROSS, WEXFORD",Unknown,Wexford,145000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,21,12,2017,2017-12-21,82.15337253,24323.01558
"4 LARCHWOOD MANOR, FERMOY, CORK",Unknown,Cork,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,1,2016,2016-01-15,98.91884037,27690.63863
"8 The Court, College Farm, Newbridge",Unknown,Kildare,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,3,2013,2013-03-22,101.704581,26128.27512
"LARCHFIELD, KILKENNY, CO. KILKENNY",Unknown,Kilkenny,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,7,2017,2017-07-25,86.97493955,25750.52909
"4 DROMARD CLOSE, ARDGEEHA, CLONMEL",Unknown,Tipperary,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,11,2017,2017-11-23,90.26349033,26724.16498
"11 Glenbrook, Newtown Road",Unknown,Wexford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,2,2012,2012-02-17,86.07816613,22306.87531
"8 Whitebrook Avenue, Whitebrook",Unknown,Wexford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,5,2012,2012-05-25,86.07816613,22306.87531
"APT 149, CITY CAMPUS, EDWARD ST",Unknown,Limerick,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,5,2020,2020-05-26,110.2827876,36028.55853
"17C GREENCASTLE AVENUE, COOLOCK, DUBLIN 5",Unknown,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,3,2016,2016-03-30,121.9729259,34144.23583
"71 MOUNT SUIR, GRACEDIEU, WATERFORD",Unknown,Waterford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,8,2021,2021-08-31,89.61237729,29907.28912
"9 THE CRESCENT, PARK WEST POINTE, YEATS WAY DUBLIN 12",Dublin 12,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,11,2015,2015-11-20,121.3860474,32997.87569
"63 Bellefield Road, Enniscorthy",Unknown,Wexford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,8,2010,2010-08-11,94.60894418,24109.14471
"NAMCHE BAZAAR, KNOCKNAGOUN, RYLANE",Unknown,Cork,145000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,5,6,2020,2020-06-05,102.4934839,33427.07414
"14 RIVERVALE CRESCENT, DUNLEER, LOUTH",Unknown,Louth,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,11,2014,2014-11-07,88.7353646,23241.05897
"3 CARBERY COTTAGES, COORADARRIGAN, SCHULL",Unknown,Cork,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,7,2014,2014-07-04,99.86583566,26156.28826
"Back of the Hill, Ardagh",Unknown,Longford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,5,2010,2010-05-13,86.36743184,22008.9647
"KEAKILL, HEADFORD, GALWAY",Unknown,Galway,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,6,2017,2017-06-13,91.30778344,27033.34715
"Glenherbert Mews, Green Park Road, Bray",Unknown,Wicklow,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,6,2012,2012-06-13,100.3087324,25994.68003
"18 THE RESIDENCES, KENMARE BAY HOTEL, KENMARE",Unknown,Kerry,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,5,2017,2017-05-05,85.65692567,25360.30687
"MAIN ST, TYRRELLSPASS, WESTMEATH",Unknown,Westmeath,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,10,2014,2014-10-02,87.02341381,22792.67461
"36 ELDERWOOD, CASTLEBRIDGE, WEXFORD",Unknown,Wexford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,4,2020,2020-04-03,82.53998428,26840.0561
"KILCOURCEY, EDGEWORTHSTOWN, LONGFORD",Unknown,Longford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,10,2019,2019-10-11,69.55647575,22127.23623
"2 CUL CRANNAGH, DOORADOYLE RD, LIMERICK",Unknown,Limerick,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,7,2014,2014-07-22,106.2192943,27820.3498
"19 DEERPARK CLOSE, CARRICK ON SUIR, TIPPERARY",Unknown,Tipperary,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,11,2017,2017-11-17,90.26349033,26724.16498
"DOON EAST, BALLYBUNION, CO KERRY",Unknown,Kerry,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,7,2021,2021-07-22,85.62474275,28626.5986
"Fintavan, Ballyjamesduff",Unknown,Cavan,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,3,2010,2010-03-04,92.05058611,23457.19974
"23 BALLYBUNION HOLIDAY COTTAGES, BALLYBUNNION, KERRY",Unknown,Kerry,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,6,2018,2018-06-18,83.74417175,25604.87945
"145 The Heath, Ramsgate Village, Gorey",Unknown,Wexford,164575.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,31,7,2015,2015-07-31,90.34716947,24560.19229
"17 RIVER VALLEY, MINANE BRIDGE, CORK",Unknown,Cork,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,1,2016,2016-01-20,98.91884037,27690.63863
"29 THE DRIVE, OLDTOWN MILL, CELBRIDGE",Unknown,Kildare,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,10,2018,2018-10-08,113.8570586,34811.93017
"APT 4 GREEN STORES APTS, BALLYHAUNIS RD, CLAREMORRIS",Unknown,Mayo,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,12,2017,2017-12-01,80.43525017,23814.33388
"12 CHAPEL PLACE, CHAPEL STREET, BALBRIGGAN",Unknown,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,11,2016,2016-11-30,121.9729259,34144.23583
"16 THE MEADOWS, GRANGE ROAD, CLONSILLA",Dublin 15,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,5,2015,2015-05-26,121.3860474,32997.87569
"165 BURNELL  SQUARE, NORTHERN CROSS, MALAHIDE ROAD",Unknown,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,5,2014,2014-05-27,120.6112462,31589.80748
"TULLIG, INCH, CO. KERRY",Unknown,Kerry,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,3,2017,2017-03-23,85.65692567,25360.30687
"45 CHANDLERS WALK, RUSHBROOKE LINKS, COBH",Unknown,Cork,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,4,2017,2017-04-21,98.94301186,29293.89683
"11 CHURCHVIEW, RATOATH, MEATH",Unknown,Meath,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,9,2018,2018-09-05,103.6349247,31686.50065
"1 WHITECREST, ENNISCRONE, SLIGO",Unknown,Sligo,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,11,2020,2020-11-23,86.48527894,28169.17605
"14 Tinley Park, Mallow",Unknown,Cork,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,6,2011,2011-06-28,99.84716368,24949.12928
"4 THE TERRACE TOWNVIEW, CARNEW, ARKLOW",Unknown,Wicklow,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,4,2021,2021-04-30,103.0220033,34507.44349
"2 BREGA, HAMLET LANE, BALBRIGGAN",Unknown,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,4,2017,2017-04-13,120.8404921,35777.04822
"62 LEACAN FIONN THOIR, DUNGARVAN, WATERFORD",Unknown,Waterford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,9,2016,2016-09-27,90.09594264,25220.81921
"9 SILVER BIRCHES, STONEPARK, LONGFORD",Unknown,Longford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,9,2019,2019-09-03,69.55647575,22127.23623
"KILBRACK, RATHGORMACK, WATERFORD",Unknown,Waterford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,2,2014,2014-02-21,96.14880924,25182.74597
"163 Shanowen, Rathcormac, Co Cork",Unknown,Cork,164575.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,5,8,2016,2016-08-05,98.91884037,27690.63863
"GORTNACLASSA, CLOGHER, WESTPORT",Unknown,Mayo,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,4,2016,2016-04-22,80.36872919,22497.85207
"MULHALLS, NEWPARK, KILKENNY",Unknown,Kilkenny,145000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,22,12,2016,2016-12-22,88.15590643,24677.73924
"98 MONIVEA PARK, BALLYBANE",Unknown,Galway,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,12,2014,2014-12-12,91.09733125,23859.69176
"DUBLIN ROAD, PORTLAOISE, CO LAOIS",Unknown,Laois,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,2,2018,2018-02-19,77.80367058,23788.5642
"47 THE ABBEY, AN CHOILL RUA, PAULSTOWN",Unknown,Kilkenny,164575.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,21,12,2016,2016-12-21,88.15590643,24677.73924
"24 PARKMORE, BALTINGLASS, COUNTY WICKLOW",Unknown,Wicklow,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,11,2019,2019-11-22,101.8452264,32398.90117
"APT 105, RIVERPOINT, BISHOPS QUAY",Unknown,Limerick,145161.29,No,Second-Hand Dwelling house /Apartment,Unknown,1,11,2019,2019-11-01,109.2395096,34751.16309
"No. 5 Beechpark Wood, Beechpark, Leixlip",Unknown,Kildare,164999.49,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,5,2010,2010-05-10,104.4897558,26627.06646
"82 Alderwood, CARRICKMACROSS",Unknown,Monaghan,164999.49,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25,11,2015,2015-11-25,82.23831338,22355.86131
"5 Lavallin Avenue, Whitechurch, Co Cork",Unknown,Cork,165000.625,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12,12,2014,2014-12-12,99.86583566,26156.28826
"Apt 37 Block A, Mount Suir Manor, Gracedieu",Unknown,Waterford,165000.625,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,5,2012,2012-05-24,92.58330828,23992.66163
"10 CONEY PARK, CONEYBORO ATHY, KILDARE",Unknown,Kildare,145438.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,11,2021,2021-11-25,107.7075719,36026.93033
"26 GRIFFITH COURT, DUBLIN 3, DUBLIN",Dublin 3,Dublin,145550.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,10,5,2018,2018-05-10,122.3417314,37406.12892
"14 Hollywell Manor, Swords",Unknown,Dublin,146000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,2,2015,2015-02-03,121.3860474,32997.87569
"67 TIVOLI WOOD, TIVOLI, CORK",Unknown,Cork,146000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,5,2018,2018-05-21,101.6747702,31087.1811
"APT 15, RYE ABBEY, KILCOCK",Unknown,Kildare,146000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,3,2017,2017-03-16,114.4367515,33881.10315
"RAHARDRUM, VIRGINIA",Unknown,Cavan,146000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,3,2011,2011-03-29,85.29015233,21311.72242
"39 MOUNT CLAIRE COURT, KILLESHIN RD, CARLOW",Unknown,Carlow,146000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,3,2015,2015-03-12,95.65904663,26004.18578
"LISNALEA, TULLAROAN, KILKENNY",Unknown,Kilkenny,146000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,12,2013,2013-12-11,91.96687282,23626.62264
"8 CASTLE COURT, ABBEY ST, PORTUMNA",Unknown,Galway,146000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,7,2018,2018-07-13,91.05341986,27839.69069
"8B LOWER GEORGES ST, DUN LAOGHAIRE, DUBLIN",Unknown,Dublin,146494.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2017,2017-12-19,120.8404921,35777.04822
"53 WESTCOURT DEMENSE, CALLAN, KILKENNY",Unknown,Kilkenny,146500.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,28,6,2016,2016-06-28,88.15590643,24677.73924
"37 The Brook, Grantstown Park, Waterford",Unknown,Waterford,146500.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,12,2014,2014-12-12,96.14880924,25182.74597
"THATCH COTTAGE, WHITE HOUSE, CALLAN",Unknown,Kilkenny,146500.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,12,2016,2016-12-20,88.15590643,24677.73924
"87 Drisin, Ballymoneen Road, Knocknacarra",Unknown,Galway,146740.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,8,6,2011,2011-06-08,92.84967445,23200.64433
"RELIC RD, KILBEGGAN, CO WESTMEATH",Unknown,Westmeath,147000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,9,2021,2021-09-09,73.53155314,24398.43088
"30 KNOCKNAMONA PARK, LETTERKENNY, DONEGAL",Unknown,Donegal,147000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,10,2019,2019-10-02,72.41234003,23035.7409
"21 LAKE DR, KILSHEELAN, CLONMEL",Unknown,Tipperary,147000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,8,2018,2018-08-09,86.68234561,26503.22958
"26 HILLCROFT, ST PATRICKS ROAD, LIMERICK",Unknown,Limerick,147000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,6,2016,2016-06-06,108.8402222,30467.95989
