Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"MULLACREW, LOUTH, DUNDALK",,Louth,165000.0,No,No,Second-Hand Dwelling house /Apartment,,10,4,2019,2019-04-10,88.50637394,28155.55881,-1,14
"16A PATRICKS ST., DUNLAOGHAIRE, CO DUBLIN",,Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,,13,7,2016,2016-07-13,121.9729259,34144.23583,-1,5
"71 Cluain Bui, The Moyne, Enniscorthy",,Wexford,99000.0,No,No,Second-Hand Dwelling house /Apartment,,23,8,2012,2012-08-23,86.07816613,22306.87531,-1,24
"1 THE GREEN, KILTERAGH, DOORADOYLE",,Limerick,154000.0,No,No,Second-Hand Dwelling house /Apartment,,1,12,2014,2014-12-01,106.2192943,27820.3498,-1,12
"3 HOLYWELL LAWNS, GORSEHILL, SWORDS",,Dublin,190000.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014,2014-12-22,120.6112462,31589.80748,-1,5
"NO 22 TASSAGGARD GREEN, GARTER'S LAND, SAGGART",,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2021,2021-12-15,123.9176757,41522.06589,-1,5
"1 NEW BAWN PARK, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,,29,5,2018,2018-05-29,122.3417314,37406.12892,13,5
"MAULNASKEHA, DRIMOLEAGUE, CORK",,Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,,3,3,2021,2021-03-03,102.6648871,34327.05524,-1,3
"20 NEW ST, CARRICK ON SUIR, CO TIPPERARY",,Tipperary,51000.0,No,No,Second-Hand Dwelling house /Apartment,,29,5,2020,2020-05-29,82.46228901,26823.89705,-1,21
"demesne, mitcherstown",,Cork,290000.0,No,No,Second-Hand Dwelling house /Apartment,,16,2,2011,2011-02-16,99.84716368,24949.12928,-1,3
"72 MARLINSTOWN PARK, MULLINGAR, WESTMEATH",,Westmeath,91000.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2014,2014-12-04,87.02341381,22792.67461,-1,23
"26 GRIFFITH COURT, DUBLIN 3, DUBLIN",Dublin 3,Dublin,145550.0,Yes,No,Second-Hand Dwelling house /Apartment,,10,5,2018,2018-05-10,122.3417314,37406.12892,14,5
"APT 3, 51 MOUNT PLEASANT SQUARE, RANELAGH",Dublin 1,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,,13,12,2013,2013-12-13,120.0591077,30843.61949,0,5
"30 LAVILLAN DR, WHITECHURCH, CORK",,Cork,135000.0,No,No,Second-Hand Dwelling house /Apartment,,3,6,2020,2020-06-03,102.4934839,33427.07414,-1,3
"CARRIGEEN, CONNA, MALLOW",,Cork,117500.0,No,No,Second-Hand Dwelling house /Apartment,,10,6,2016,2016-06-10,98.91884037,27690.63863,-1,3
"12 CLUAIN ÓIR, LIS CARA, CARRICK-ON-SHANNON",,Leitrim,51000.0,No,No,Second-Hand Dwelling house /Apartment,,24,6,2020,2020-06-24,81.14469894,26378.8963,-1,11
"30 Manor Hill, Charleville",,Cork,59988.5,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,17,8,2010,2010-08-17,100.639342,25645.86763,-1,3
"6 Parnell Park, Navan",,Meath,75000.0,No,No,Second-Hand Dwelling house /Apartment,,12,8,2010,2010-08-12,105.2931566,26831.79662,-1,16
"34 Clog Na Leinn, Collinstown, Westmeath",,Westmeath,396475.0,No,Yes,New Dwelling house /Apartment,,29,12,2021,2021-12-29,73.53155314,24398.43088,-1,23
"CHURCHGROUND, KILGARVAN, KILLARNEY",,Kerry,110000.0,No,No,Second-Hand Dwelling house /Apartment,,9,8,2017,2017-08-09,85.65692567,25360.30687,-1,7
"BELMOUNT UPPER, CROOKSTOWN, CORK",,Cork,103000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2015,2015-12-18,98.45160268,26763.32095,-1,3
"SNOWHILL FARM, FOURKNOCKS, STAMULLEN",,Meath,525000.0,No,No,Second-Hand Dwelling house /Apartment,,7,9,2018,2018-09-07,103.6349247,31686.50065,-1,16
"110 GERALDSTOWN WOODS, SANTRY AVE, DUBLIN 9",Dublin 9,Dublin,162000.0,No,No,Second-Hand Dwelling house /Apartment,,27,2,2018,2018-02-27,122.3417314,37406.12892,21,5
"255 Beechdale, Dunboyne",,Meath,286500.0,No,No,Second-Hand Dwelling house /Apartment,,20,5,2010,2010-05-20,105.2931566,26831.79662,-1,16
"9 Westway Grove, Blanchardstown",Dublin 15,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,,8,7,2010,2010-07-08,114.6838254,29224.81553,6,5
"Clonmel Road, Mitchelstown",,Cork,215000.0,No,No,Second-Hand Dwelling house /Apartment,,26,6,2012,2012-06-26,99.68430933,25832.86283,-1,3
"63 OAKLAWNS, DUNDALK, CO LOUTH",,Louth,130000.0,No,No,Second-Hand Dwelling house /Apartment,,20,11,2019,2019-11-20,88.50637394,28155.55881,-1,14
"42 CARRIG RUA, NENAGH, TIPPERARY",,Tipperary,180000.0,No,No,Second-Hand Dwelling house /Apartment,,30,4,2019,2019-04-30,83.31231368,26503.22958,-1,21
"RIVERSIDE COTTAGE, COOMAVOHER, MASTERGEEHY",,Kerry,103000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2020,2020-07-30,85.50174849,27883.99729,-1,7
"4 COSGRAVE APTS, SPENCER ST, CASTLEBAR",,Mayo,40000.0,No,No,Second-Hand Dwelling house /Apartment,,29,11,2019,2019-11-29,80.78251551,25698.45272,-1,15
"23 COLLINS DR, FINGLAS DUBLIN 11, DUBLIN",Dublin 11,Dublin,174000.0,No,No,Second-Hand Dwelling house /Apartment,,28,1,2015,2015-01-28,121.3860474,32997.87569,2,5
"9 PRIORY WALK, ST RAPHAELS MANOR, CLANE RD",,Kildare,432500.0,No,No,Second-Hand Dwelling house /Apartment,,8,9,2020,2020-09-08,107.4330958,35044.78533,-1,8
"11 CHURCH MANOR, CARRIGALLEN, CO. LEITRIM.",,Leitrim,37885.0,No,No,Second-Hand Dwelling house /Apartment,,3,12,2014,2014-12-03,86.24924122,22589.90776,-1,11
"APT 74 JERVIS PLACE, UPPER ABBEY ST, DUBLIN 1",Dublin 1,Dublin,239000.0,No,No,Second-Hand Dwelling house /Apartment,,4,2,2020,2020-02-04,123.1012168,40191.10945,0,5
"NO 1 DUNARD CLOSE, CREGG, LAHINCH",,Clare,290000.0,No,No,Second-Hand Dwelling house /Apartment,,25,10,2017,2017-10-25,89.14211516,26392.16126,-1,2
"GORTBRACK, OWER, HEADFORD",,Galway,180000.0,No,No,Second-Hand Dwelling house /Apartment,,18,11,2021,2021-11-18,88.85740352,29578.80337,-1,6
"BROOK LAWN, CIRCULAR RD, ROSCOMMON",,Roscommon,320000.0,No,No,Second-Hand Dwelling house /Apartment,,3,1,2017,2017-01-03,80.82572797,23929.94201,-1,19
"100 Eden Villas, Glasthule, Dublin",,Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,,28,7,2011,2011-07-28,117.6102093,29387.63815,-1,5
"160 CLUAIN AIRNE, SHANNON, CO. CLARE",,Clare,90000.0,No,No,Second-Hand Dwelling house /Apartment,,7,1,2016,2016-01-07,88.45751594,24762.16966,-1,2
"5 BALLINURE COTTAGES, BLACKROCK, CORK",,Cork,128571.43,No,No,Second-Hand Dwelling house /Apartment,,17,2,2020,2020-02-17,102.4934839,33427.07414,-1,3
"33 GROSVENOR PARK, RATHMINES, DUBLIN 6",Dublin 6,Dublin,600000.0,No,No,Second-Hand Dwelling house /Apartment,,28,9,2018,2018-09-28,122.3417314,37406.12892,17,5
"APT 17, HUBAND COURT, PERCY PLACE DUBLIN 4",Dublin 4,Dublin,296000.0,No,No,Second-Hand Dwelling house /Apartment,,14,12,2018,2018-12-14,122.3417314,37406.12892,15,5
"APT 1, 58 CAPEL ST., DUBLIN",,Dublin,1900000.0,No,No,Second-Hand Dwelling house /Apartment,,19,6,2019,2019-06-19,122.2901374,38902.81574,-1,5
"INNISKILL, RATHMULLAN, LETTERKENNY",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2,2,2018,2018-02-02,69.36144933,21207.34508,-1,4
"99 Rowan Hill, Mount Oval Village, Rochestown",,Cork,259911.88,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,6,2010,2010-06-04,100.639342,25645.86763,-1,3
"8 THE AVENUE, ST MARNOCK'S BAY, STATION ROAD",,Dublin,559471.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,24,4,2018,2018-04-24,122.3417314,37406.12892,-1,5
"35 FERNLEIGH CRESCENT, CASTLEKNOCK, DUBLIN 15",,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,,28,3,2019,2019-03-28,122.2901374,38902.81574,-1,5
"85 SILCHESTER PARK, GLENAGEARY, DUBLIN",,Dublin,750000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2015,2015-12-18,121.3860474,32997.87569,-1,5
"25 Furness Wood, Johnstown",,Kildare,378854.0,No,Yes,New Dwelling house /Apartment,,21,4,2020,2020-04-21,107.4330958,35044.78533,-1,8
"LARKHILL, DAWROSMORE, LETTERFRACK",,Galway,212500.0,No,No,Second-Hand Dwelling house /Apartment,,12,5,2020,2020-05-12,89.61251364,29161.30477,-1,6
"15 ALANDALE ORCHARD, COURTBRACK AVENUE, SOUTH CIRCULAR ROAD",,Limerick,185000.0,No,No,Second-Hand Dwelling house /Apartment,,13,3,2020,2020-03-13,110.2827876,36028.55853,-1,12
"3A CONVENT LANE, SKERRIES, CO DUBLIN",,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,,10,12,2013,2013-12-10,120.0591077,30843.61949,-1,5
"37 COIS LI, BALLEYVALLEY, TRALEE",,Kerry,175000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2021,2021-09-20,85.62474275,28626.5986,-1,7
"26 WOODFIELD, TUAM, GALWAY",,Galway,92500.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2018,2018-02-15,91.05341986,27839.69069,-1,6
"15 CHERRYMOUNT PARK, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,530000.0,No,No,Second-Hand Dwelling house /Apartment,,6,8,2019,2019-08-06,122.2901374,38902.81574,19,5
"17 CLUAIN DROICHID, SIXMILEBRIDGE, CLARE",,Clare,178000.0,No,No,Second-Hand Dwelling house /Apartment,,18,3,2020,2020-03-18,89.41223561,29116.97526,-1,2
"18 HILLCREST MANOR, CLONTIBRET, MONAGHAN",,Monaghan,195000.0,No,No,Second-Hand Dwelling house /Apartment,,1,2,2019,2019-02-01,81.3290925,25872.32924,-1,17
"MILL LANE, CASTLECOMER, CO KILKENNY",,Kilkenny,45000.0,No,No,Second-Hand Dwelling house /Apartment,,31,3,2021,2021-03-31,87.17800513,29101.90619,-1,9
"70 FEARANN RI, DOUGHISKA, GALWAY",,Galway,200000.0,No,No,Second-Hand Dwelling house /Apartment,,3,9,2019,2019-09-03,90.37404068,28749.69908,-1,6
"60 Villa Park Avenue, Navan Road",Dublin 7,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,,8,2,2010,2010-02-08,114.6838254,29224.81553,19,5
"10 The Drive, Ledwill Park, Kilcock",,Kildare,312775.33,No,Yes,New Dwelling house /Apartment,,19,10,2021,2021-10-19,107.7075719,36026.93033,-1,8
"1A NEWMANS MALL, KINSALE, CORK",,Cork,140800.0,No,No,Second-Hand Dwelling house /Apartment,,20,2,2015,2015-02-20,98.45160268,26763.32095,-1,3
"APT 18 PARKVILLE COURT, RHEBOGUE, DUBLIN RD",,Limerick,120000.0,No,No,Second-Hand Dwelling house /Apartment,,30,8,2017,2017-08-30,108.4820304,32118.09855,-1,12
"45 Deerpark Court, Blessington, Co. Wicklow",,Wicklow,115000.0,No,No,Second-Hand Dwelling house /Apartment,,14,10,2011,2011-10-14,99.99150487,24985.19628,-1,25
"5 WESTEND, GRANARD ROAD, BALLYJAMESDUFF",,Cavan,107000.0,No,No,Second-Hand Dwelling house /Apartment,,4,6,2019,2019-06-04,81.08619761,25795.05977,-1,1
"69 HIGHFIELD PARK, DUNDRUM RD, DUBLIN 14",Dublin 14,Dublin,600000.0,No,No,Second-Hand Dwelling house /Apartment,,27,9,2016,2016-09-27,121.9729259,34144.23583,5,5
"126 DUN NA HINSE, ENNIS, CO CLARE",,Clare,92000.0,No,No,Second-Hand Dwelling house /Apartment,,24,4,2019,2019-04-24,89.8789254,28592.1935,-1,2
"81 CARNDONAGH DR, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,,3,4,2019,2019-04-03,122.2901374,38902.81574,4,5
"BALLYBRYAN, RHODE, OFFALY",,Offaly,120000.0,No,No,Second-Hand Dwelling house /Apartment,,9,7,2014,2014-07-09,81.08086256,21236.23559,-1,18
"RUNNAMEELTA, CALLOW, FRENCHPARK",,Roscommon,40000.0,No,No,Second-Hand Dwelling house /Apartment,,20,1,2012,2012-01-20,84.55017238,21910.90073,-1,19
"NO 8 THE OLD WELL, LOUGHSHINNEY, SKERRIES",,Dublin,785000.0,No,No,Second-Hand Dwelling house /Apartment,,20,10,2021,2021-10-20,123.9176757,41522.06589,-1,5
"DUNROAMIN COTTAGES, TOMHAGGART, CO WEXFORD",,Wexford,165000.0,No,No,Second-Hand Dwelling house /Apartment,,21,8,2018,2018-08-21,83.40947072,25502.54421,-1,24
"15 EGLINTON PARK, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,925000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2015,2015-07-30,121.3860474,32997.87569,15,5
"36 BRECAN CLOSE, BALBRIGGAN, DUBLIN",,Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,,6,11,2020,2020-11-06,123.1012168,40191.10945,-1,5
"1 THE PADDOCKS VIEW, ADAMSTOWN, LUCAN",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,,5,11,2015,2015-11-05,121.3860474,32997.87569,-1,5
"Apt 25 Stepaside Village, Stepaside, Enniskerry Road",Dublin 18,Dublin,129515.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28,11,2013,2013-11-28,120.0591077,30843.61949,9,5
"32 FERRYVIEW, PRIESTSPARK, RINGASKIDDY",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,,30,5,2018,2018-05-30,101.6747702,31087.1811,-1,3
"45 Belarmine Grove, Belarmine Woods, Stepaside",,Dublin,365640.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,11,2016,2016-11-22,121.9729259,34144.23583,-1,5
"7 HARBOUR ST, MULLINGAR, WESTMEATH",,Westmeath,220000.0,No,No,Second-Hand Dwelling house /Apartment,,8,2,2019,2019-02-08,75.88279203,24139.75761,-1,23
"119 Barley Field, Wicklow Hills, Newtownmountkennedy",,Wicklow,224669.0,No,Yes,New Dwelling house /Apartment,,5,7,2019,2019-07-05,101.8452264,32398.90117,-1,25
"10 LINNETFIELDS VIEW, CLONEE, DUBLIN 15",Dublin 15,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2018,2018-11-08,122.3417314,37406.12892,6,5
"Apt 119 Abbot Court, Cualanor  Upper Glenageary Road, Dun Laoghaire",,Dublin,216988.53,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,4,2017,2017-04-07,120.8404921,35777.04822,-1,5
"17 THOMOND COURT, BALLYMAHON, LONGFORD",,Longford,70992.0,No,No,Second-Hand Dwelling house /Apartment,,30,11,2020,2020-11-30,68.20259636,22139.12694,-1,13
"8 ST MANCHANS TERRACE, MOATE, WESTMEATH",,Westmeath,165000.0,No,No,Second-Hand Dwelling house /Apartment,,26,6,2020,2020-06-26,74.69792202,24268.74961,-1,23
"9 RATHCLUAIN, KILTIMAGH, MAYO",,Mayo,45000.0,No,No,Second-Hand Dwelling house /Apartment,,17,8,2015,2015-08-17,80.22447756,21808.41533,-1,15
"15 INNISMORE, CRUMLIN VILLAGE, DUBLIN 12",Dublin 12,Dublin,6000.0,Yes,No,Second-Hand Dwelling house /Apartment,,1,2,2018,2018-02-01,122.3417314,37406.12892,3,5
"LACKEN, BLESSINGTON, WICKLOW",,Wicklow,485000.0,No,No,Second-Hand Dwelling house /Apartment,,30,8,2017,2017-08-30,105.057589,31104.22975,-1,25
"100 GLASGOW PARK, ROXBORO RD, LIMERICK CITY",,Limerick,10000.0,No,No,Second-Hand Dwelling house /Apartment,,10,4,2014,2014-04-10,106.2192943,27820.3498,-1,12
"FESTINA LENTE, BALLYBAWN LOWER, KILMACANOGUE",,Wicklow,635000.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2018,2018-11-27,103.2362037,31564.59124,-1,25
"8 CARRIG COURT, CARRIGNAVAR, CORK",,Cork,265000.0,No,No,Second-Hand Dwelling house /Apartment,,20,7,2016,2016-07-20,98.91884037,27690.63863,-1,3
"23 FITZROY AVENUE, DRUMCONDRA, DUBLIN 9",Dublin 3,Dublin,435500.0,No,No,Second-Hand Dwelling house /Apartment,,30,9,2021,2021-09-30,123.9176757,41522.06589,14,5
"14 OLD KILLARNEY, AGHADOE, KILLARNEY",,Kerry,150000.0,No,No,Second-Hand Dwelling house /Apartment,,24,7,2019,2019-07-24,85.37893091,27160.65977,-1,7
"186 Howth Road, Clontarf",Dublin 3,Dublin,605000.0,No,No,Second-Hand Dwelling house /Apartment,,11,10,2013,2013-10-11,120.0591077,30843.61949,14,5
"Brownswood, Enniscorthy",,Wexford,50000.0,No,No,Second-Hand Dwelling house /Apartment,,5,1,2011,2011-01-05,86.92586788,21720.44389,-1,24
"25 ST CRONES TERRACE, QUAY RD, DUNGLOE",,Donegal,65000.0,No,No,Second-Hand Dwelling house /Apartment,,17,8,2015,2015-08-17,71.6171107,19468.56797,-1,4
"14 ROSSLYN, KILLARNEY RD, BRAY",,Wicklow,326000.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2015,2015-12-15,101.496535,27591.06268,-1,25
"14 THE COURT, SEATOWN PARK, SWORDS",,Dublin,266000.0,No,No,Second-Hand Dwelling house /Apartment,,28,10,2015,2015-10-28,121.3860474,32997.87569,-1,5
"RINARD, THE MANSE NORTHGATE ST, ATHONE",,Westmeath,170000.0,No,No,Second-Hand Dwelling house /Apartment,,25,11,2021,2021-11-25,73.53155314,24398.43088,-1,23
"No. 4  The Terrace, Scilly, Kinsale",,Cork,650000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2010,2010-10-29,100.639342,25645.86763,-1,3
"APT 2, TEELING ST, BALLYMORE",,Sligo,60000.0,No,No,Second-Hand Dwelling house /Apartment,,18,2,2021,2021-02-18,86.11087792,28716.55387,-1,20
"32 Blenheim Heights, Waterford",,Waterford,232000.0,No,No,Second-Hand Dwelling house /Apartment,,9,2,2016,2016-02-09,90.09594264,25220.81921,-1,22
"No. 3, Mulgrave Terrace, Dun Laoghaire",,Dublin,900000.0,No,No,Second-Hand Dwelling house /Apartment,,18,6,2010,2010-06-18,114.6838254,29224.81553,-1,5
"9 Trafalgar Terrace, Monkstown",,Dublin,1150000.0,No,No,Second-Hand Dwelling house /Apartment,,10,3,2015,2015-03-10,121.3860474,32997.87569,-1,5
"13 FARNHAM CRESCENT, FARNHAM ESTATE, DUBLIN 11",Dublin 11,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,,31,1,2017,2017-01-31,120.8404921,35777.04822,2,5
"33 NUNS ISLAND, GALWAY, GALWAY",,Galway,185000.0,No,No,Second-Hand Dwelling house /Apartment,,17,9,2014,2014-09-17,91.09733125,23859.69176,-1,6
"2 OZIER CLOSE, WATERFORD, CO WATERFORD",,Waterford,135000.0,No,No,Second-Hand Dwelling house /Apartment,,21,1,2019,2019-01-21,90.0757785,28654.81621,-1,22
"FYHORA, MOYNE, LONGFORD",,Longford,247000.0,No,No,Second-Hand Dwelling house /Apartment,,27,5,2019,2019-05-27,69.55647575,22127.23623,-1,13
"24 TEMPLE WOODS, GREENHILLS, DUBLIN 24",,Dublin,321586.0,No,Yes,New Dwelling house /Apartment,,23,1,2019,2019-01-23,122.2901374,38902.81574,-1,5
"4 HARBOUR VIEW, SCOTCH QUAY, WATERFORD CITY",,Waterford,80000.0,No,No,Second-Hand Dwelling house /Apartment,,26,8,2016,2016-08-26,90.09594264,25220.81921,-1,22
"SHANAVOHER, GLANTANE, MALLOW",,Cork,100000.0,No,No,Second-Hand Dwelling house /Apartment,,26,4,2017,2017-04-26,98.94301186,29293.89683,-1,3
"MULHALLS, NEWPARK, KILKENNY",,Kilkenny,145000.0,Yes,No,Second-Hand Dwelling house /Apartment,,22,12,2016,2016-12-22,88.15590643,24677.73924,-1,9
"111 ST COLUMBANUS RD, MILLTOWN, DUBLIN 14",Dublin 14,Dublin,367000.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2017,2017-07-31,120.8404921,35777.04822,5,5
"Unit 13 Terenure Gate, Terenure Road West, Dublin 6W",Dublin 6w,Dublin,524229.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,11,2017,2017-11-17,120.8404921,35777.04822,18,5
"23 Drury Park, Saggart, County Dublin",,Dublin,242291.0,No,Yes,New Dwelling house /Apartment,,22,4,2020,2020-04-22,123.1012168,40191.10945,-1,5
"41 TURNBERRY SQ, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,297500.0,No,No,Second-Hand Dwelling house /Apartment,,15,5,2018,2018-05-15,122.3417314,37406.12892,4,5
"209 Marian Villas, Donegal Town",,Donegal,82000.0,No,No,Second-Hand Dwelling house /Apartment,,28,7,2011,2011-07-28,77.4419663,19350.67115,-1,4
"22 Holdbrook Way, Dublin Road, Portlaoise",,Laois,220264.0,No,Yes,New Dwelling house /Apartment,,14,1,2019,2019-01-14,72.81363723,23163.40116,-1,10
"8 Mapel Close, Avenue Road, Dundalk",,Louth,70000.0,No,No,Second-Hand Dwelling house /Apartment,,4,11,2011,2011-11-04,91.49204308,22861.40865,-1,14
"2 Springfields, Silversprings, Clonmel",,Tipperary,262500.0,No,No,Second-Hand Dwelling house /Apartment,,21,6,2010,2010-06-21,92.77836976,23642.66044,-1,21
"Coolafullaun, Galbally  Ballyhogue, Enniscorthy",,Wexford,120000.0,No,No,Second-Hand Dwelling house /Apartment,,6,5,2011,2011-05-06,86.92586788,21720.44389,-1,24
"37 STRACOMER HILL, TULLAN STRAND, BUNDORAN",,Donegal,102500.0,No,No,Second-Hand Dwelling house /Apartment,,23,8,2013,2013-08-23,73.60246242,18908.73911,-1,4
"3 DOORADOYLE PARK, DOORADOYLE, CO LIMERICK",,Limerick,163000.0,No,No,Second-Hand Dwelling house /Apartment,,10,12,2020,2020-12-10,110.2827876,36028.55853,-1,12
"18 Kribensis Manor, Williamstown Stud, Clonee",,Meath,132159.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,8,2,2016,2016-02-08,100.2696773,28068.78233,-1,16
"20 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,,22,2,2018,2018-02-22,122.3417314,37406.12892,12,5
"13 THE LIGHTHOUSE, ROBSWALL, DUBLIN",,Dublin,317000.0,No,No,Second-Hand Dwelling house /Apartment,,3,8,2017,2017-08-03,120.8404921,35777.04822,-1,5
"APT 2 71 FAIRVIEW STRAND, DUBLIN 3",,Dublin,42500.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2015,2015-03-30,121.3860474,32997.87569,-1,5
"33 SILVERDALE EST, KILCOURSEY, CLARA",,Offaly,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2,5,2019,2019-05-02,71.51053362,22748.85915,-1,18
"11 WILLOW COURT, KENNEDY PARK, LIMERICK",,Limerick,103000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2019,2019-08-22,109.2395096,34751.16309,-1,12
"25 The Avenue, Royal Oaks, Enfield",,Meath,259911.89,No,Yes,New Dwelling house /Apartment,,22,9,2021,2021-09-22,99.69809961,33245.70711,-1,16
"2 BELLSWELL, MAIN ST, DAINGEAN",,Offaly,83000.0,No,No,Second-Hand Dwelling house /Apartment,,9,6,2015,2015-06-09,80.14106676,21785.74073,-1,18
"EDENREAGH CLIFFONEY, CLIFFONEY, SLIGO",,Sligo,329950.0,No,No,Second-Hand Dwelling house /Apartment,,6,4,2021,2021-04-06,86.11087792,28716.55387,-1,20
"APARTMENT 59, STRAND PALACE, YOUGHAL",,Cork,65000.0,No,No,Second-Hand Dwelling house /Apartment,,21,8,2020,2020-08-21,102.4934839,33427.07414,-1,3
"Apartment No.27, Abelard Square, Phoenix Park Racecourse",Dublin 15,Dublin,169129.52,No,Yes,New Dwelling house /Apartment,,10,6,2020,2020-06-10,123.1012168,40191.10945,6,5
"11 SLADE CASTLE WALK, SAGGART, CO DUBLIN",Dublin 24,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,,3,7,2019,2019-07-03,122.2901374,38902.81574,13,5
"Carrigeen, Mooncoin",,Leitrim,102500.0,No,No,Second-Hand Dwelling house /Apartment,,6,4,2010,2010-04-06,94.47540409,24075.11476,-1,11
"OCEAN BREEZE, FENOR SOUTH, TRAMORE",,Waterford,270000.0,No,No,Second-Hand Dwelling house /Apartment,,20,11,2017,2017-11-20,88.63183845,26241.08446,-1,22
"18 ST KEVIN'S SQUARE, BRAY, CO WICKLOW",,Wicklow,163000.0,No,No,Second-Hand Dwelling house /Apartment,,13,7,2015,2015-07-13,101.496535,27591.06268,-1,25
"BLOCK L NO.1, TENNIS VILLAGE, MODEL FARM ROAD",,Cork,96485.46,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27,7,2016,2016-07-27,98.91884037,27690.63863,-1,3
"60 GARNISH SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,,10,3,2017,2017-03-10,120.8404921,35777.04822,6,5
"29 Killadreenan Close, Newtownmountkennedy",,Wicklow,175000.0,No,No,Second-Hand Dwelling house /Apartment,,28,7,2011,2011-07-28,99.99150487,24985.19628,-1,25
"47 CORCORANS TERRACE, BALLINA, CO MAYO",,Mayo,38000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2014,2014-07-30,83.23957412,21801.63297,-1,15
