Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"13 WILLOW COURT, PRIMROSE GATE, CELBRIDGE",Unknown,Kildare,31300.69,No,Second-Hand Dwelling house /Apartment,Unknown,22,6,2018,2018-06-22,113.8570586,34811.93017,22,8
"APT 116 BELMAYNE, BELMAYNE, BALGRIFFIN",Dublin 13,Dublin,268000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,23,4,2018,2018-04-23,122.3417314,37406.12892,4,5
"APT 3A THE WILLOWS, CLONGOUR, THURLES",Unknown,Tipperary,60000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,6,2014,2014-06-27,91.24637818,23898.72928,22,21
"9 ST MARYS PARK, RATHKEALE",Unknown,Limerick,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,5,2010,2010-05-05,99.71623725,25410.63336,22,12
"144 ASHCROFT, RAHENY, DUBLIN 5",Dublin 5,Dublin,390000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,8,2017,2017-08-01,120.8404921,35777.04822,16,5
"MONEEN, KILNAGLORY, BALLINCOLLIG",Unknown,Cork,590000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,9,2020,2020-09-25,102.4934839,33427.07414,22,3
"GLENCAR, 11 ROSEVILLE TERRACE, DOUGLAS RD",Unknown,Cork,240000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,8,2021,2021-08-12,102.6648871,34327.05524,22,3
"No 6 An Riasc, Farnham Drive, Finglas",Dublin 11,Dublin,278075.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,11,2016,2016-11-17,121.9729259,34144.23583,2,5
"Kippagh, Dunmanway",Unknown,Cork,74000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,10,2012,2012-10-03,99.68430933,25832.86283,22,3
"51 Francis Street, Drogheda",Unknown,Louth,120000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,11,2011,2011-11-23,91.49204308,22861.40865,22,14
"11 Sheephill Avenue, Blanchardstown, Dublin 15",Dublin 15,Dublin,50050.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,19,12,2012,2012-12-19,119.0093179,30840.87562,6,5
"247 SUNDAYS WELL, NAAS, KILDARE",Unknown,Kildare,343500.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,6,2020,2020-06-30,107.4330958,35044.78533,22,8
"ARDGEEHA, CASHEL RD, CLONMEL",Unknown,Tipperary,187000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,20,1,2016,2016-01-20,89.18122527,24964.75972,22,21
"COPPINGERS LANE, POPES QUAY, CORK",Unknown,Cork,108000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2014,2014-12-19,99.86583566,26156.28826,22,3
"Dunbyrne, Kilmeague",Unknown,Kildare,175000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,3,2011,2011-03-25,102.7482377,25674.0299,22,8
"139 Meadowgate, Knockmullen, Gorey",Unknown,Wexford,234999.99075000003,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,1,2010,2010-01-14,94.60894418,24109.14471,22,24
"LARAGH HOUSE, ABBEYLARA, CO LONGFORD",Unknown,Longford,150000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,3,2017,2017-03-24,77.85648076,23050.84181,22,13
"77 Belmayne Avenue, Parkside, Malahide Road",Dublin 13,Dublin,374999.99345,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,14,6,2018,2018-06-14,122.3417314,37406.12892,4,5
"6 THE ASH, PARKVIEW, STEPASIDE DUBLIN 18",Dublin 18,Dublin,315000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,8,2021,2021-08-06,123.9176757,41522.06589,9,5
"56 Green Oaks, Rockshire Road, Ferrybank",Unknown,Kilkenny,170000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,11,2015,2015-11-13,93.50656162,25419.04907,22,9
"9TH LOCK ROAD, CLONDALKIN, DUBLIN 22",Unknown,Dublin,1150000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,8,2019,2019-08-07,122.2901374,38902.81574,22,5
"8 ST MANCHANS TERRACE, MOATE, WESTMEATH",Unknown,Westmeath,165000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,6,2020,2020-06-26,74.69792202,24268.74961,22,23
"26 Roxborro, Midleton",Unknown,Cork,120000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,10,2010,2010-10-20,100.639342,25645.86763,22,3
"53 BUTTERFIELD CLOSE, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,592000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,3,2017,2017-03-22,120.8404921,35777.04822,5,5
"7 CASHEL DOWNS, KILKENNY, KILKENNY",Unknown,Kilkenny,410000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,8,2021,2021-08-19,87.17800513,29101.90619,22,9
"26 VICARS CHORAL, TUAM, GALWAY",Unknown,Galway,109999.66,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,11,2016,2016-11-30,92.06370489,25771.66062,22,6
"10 LINNETFIELDS VIEW, CLONEE, DUBLIN 15",Dublin 15,Dublin,235000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,11,2018,2018-11-08,122.3417314,37406.12892,6,5
"THORNHILL, CHERRY GARTH, MOUNT MERRION",Unknown,Dublin,1200000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,8,2019,2019-08-28,122.2901374,38902.81574,22,5
"29 HAWTHORN HEIGHTS, LETTERKENNY, CO. DONEGAL",Unknown,Donegal,35814.5,Yes,Second-Hand Dwelling house /Apartment,Unknown,28,3,2014,2014-03-28,72.1836347,18905.92458,22,4
"KILCOLMAN, ENNISKEANE, CORK",Dublin 6,Cork,850000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,5,2014,2014-05-21,99.86583566,26156.28826,17,3
"1 RIVER CHAPEL ST, RIVERCHAPEL WOOD, COURTOWN",Unknown,Wexford,77500.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2013,2013-12-19,87.22672669,22408.86193,22,24
"CRANNA CAHIR, CAHIR, TIPPERARY",Unknown,Tipperary,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,4,2019,2019-04-12,83.31231368,26503.22958,22,21
"49 SION HILL, CASTLEBAR, CO MAYO",Unknown,Mayo,159000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,5,2021,2021-05-31,79.52449336,26479.23549,22,15
"18 Dromsally Woods, Cappamore",Unknown,Limerick,115000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,8,2010,2010-08-05,99.71623725,25410.63336,22,12
"CUSHEEN, CUSH CROSS ROADS, KILFINANE",Unknown,Limerick,115000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,2,2016,2016-02-10,108.8402222,30467.95989,22,12
"70 FLOWER HILL, NAVAN, MEATH",Unknown,Meath,157500.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,1,2021,2021-01-20,99.69809961,33245.70711,22,16
"95, Cedarview  Northwood, Santry",Dublin 9,Dublin,630000.0007999999,No,New Dwelling house /Apartment,Unknown,9,7,2020,2020-07-09,123.1012168,40191.10945,21,5
"98 Butler's View, Ballinglanna, Glanmire",Unknown,Cork,275000.00125000003,No,New Dwelling house /Apartment,Unknown,11,11,2021,2021-11-11,102.6648871,34327.05524,22,3
"6 HAWTHORN ROAD, BRAY, CO WICKLOW",Unknown,Wicklow,315000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,4,2017,2017-04-21,105.057589,31104.22975,22,25
"TROMATY, QUIGLEYS POINT, DONEGAL",Unknown,Donegal,160000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,8,2016,2016-08-19,69.47650061,19448.75885,22,4
"CREGGAUGH, BIRDHILL, TIPPERARY",Unknown,Tipperary,330000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,10,2014,2014-10-03,91.24637818,23898.72928,22,21
"TUBRID, ARDFERT, TRALEE",Unknown,Kerry,150000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,12,2014,2014-12-23,84.84641486,22222.4875,22,7
"3 Abbottfield, Ballinagappa Road, Clane",Unknown,Kildare,474999.997,No,New Dwelling house /Apartment,Unknown,2,7,2020,2020-07-02,107.4330958,35044.78533,22,8
"86B Briarfield Road, Kilbarrack",Dublin 5,Dublin,161437.59895,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,8,2012,2012-08-30,119.0093179,30840.87562,16,5
"115 THE WATERMILL, BETTYGLEN, RAHENY DUBLIN 5",Dublin 5,Dublin,270000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,8,2016,2016-08-19,121.9729259,34144.23583,16,5
"1 GLENCAIRN HEIGHTS, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,530000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,7,2019,2019-07-22,122.2901374,38902.81574,9,5
"KILLABONANE, BONANE, KENMARE",Unknown,Kerry,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,10,2018,2018-10-11,83.74417175,25604.87945,22,7
"60 Clifden Glen, Clifden",Unknown,Galway,65000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,8,2013,2013-08-02,91.40722728,23482.84767,22,6
"24 Patricks Street, Enniscorthy",Unknown,Wexford,95000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,2,2011,2011-02-02,86.92586788,21720.44389,22,24
"12 castle gardens, st helen's bay, kilrane",Unknown,Wexford,87000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,12,2015,2015-12-18,90.34716947,24560.19229,22,24
"40 Ard Cluain, Clonee",Unknown,Meath,175868.25,No,New Dwelling house /Apartment,less than 38 sq metres,30,8,2010,2010-08-30,105.2931566,26831.79662,22,16
"42 PARK BLVD, TYRELLSTOWN, DUBLIN 15",Dublin 15,Dublin,240000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,1,2019,2019-01-10,122.2901374,38902.81574,6,5
"34 MONASTERY AVE, MONASTERY HILL, BLARNEY ST",Unknown,Cork,265000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,2,2019,2019-02-18,102.3223668,32550.68859,22,3
"28 CRANMER PLACE, HADDINGTON RD, DUBLIN 4",Dublin 4,Dublin,395000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,10,2014,2014-10-24,120.6112462,31589.80748,15,5
"157 Briarwood Lawn, Mullhuddart, Dublin 15",Unknown,Dublin,75000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,3,2011,2011-03-28,117.6102093,29387.63815,22,5
"ROSSAN LODGE, PRUCKLISH, NEWTOWNFORBES",Unknown,Longford,408500.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,12,2017,2017-12-15,77.85648076,23050.84181,22,13
"55  Foxwood, Rochestown",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,7,2010,2010-07-19,100.639342,25645.86763,22,3
"27 ADELAIDE, STRAND RD, SANDYMOUNT",Dublin 4,Dublin,530000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,7,2019,2019-07-31,122.2901374,38902.81574,15,5
"CLOSTOGUE, SHANBALLYMORE, MALLOW",Unknown,Cork,60000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,5,2018,2018-05-18,101.6747702,31087.1811,22,3
"2 MILLSTREAM PARK, TUAM, GALWAY",Unknown,Galway,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,2,2021,2021-02-12,88.85740352,29578.80337,22,6
"DALYSTOWN, LOUGHREA, GALWAY",Unknown,Galway,175000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,9,2018,2018-09-04,91.05341986,27839.69069,22,6
"1 THE PADDOCKS VIEW, ADAMSTOWN, LUCAN",Unknown,Dublin,185000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,11,2015,2015-11-05,121.3860474,32997.87569,22,5
"15 PEBBLE GROVE, PEBBLE BEACH, TRAMORE",Unknown,Waterford,73000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,6,2018,2018-06-29,89.41008255,27337.23837,22,22
"THE STRAND, BALLICKMOYLER, CO. LAOIS",Unknown,Laois,140000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,8,2018,2018-08-31,77.80367058,23788.5642,22,10
"13 Seagreen Gate, Chapel Road, Blacklion",Unknown,Wicklow,479999.445,No,New Dwelling house /Apartment,Unknown,28,2,2020,2020-02-28,102.4319249,33436.55561,22,25
"24 MERRION STRAND, STRAND RD, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,840000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,4,2016,2016-04-04,121.9729259,34144.23583,15,5
"12 UILINN, MOYCULLEN, GALWAY",Unknown,Galway,250000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,7,2016,2016-07-04,92.06370489,25771.66062,22,6
"BALLINREA CROSS, CARRIGALINE, CORK",Unknown,Cork,540000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,5,2021,2021-05-13,102.6648871,34327.05524,22,3
"Apartment 37, Parkside, Portlaoise",Unknown,Laois,90794.325,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,9,2011,2011-09-09,88.65439172,22152.35565,22,10
"GORTNACLASSA, CLOGHER, WESTPORT",Unknown,Mayo,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,4,2016,2016-04-22,80.36872919,22497.85207,22,15
"26 Heathfield Terrace, Cappagh Road, Finglas",Unknown,Dublin,125504.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2012,2012-12-19,119.0093179,30840.87562,22,5
"1 Mitchell's Court, Kerry Pike",Unknown,Cork,669999.9886,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,21,5,2018,2018-05-21,101.6747702,31087.1811,22,3
"No. 7 The Court, Harbour Heights, Passage West",Unknown,Cork,66000.0003,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,9,2016,2016-09-13,98.91884037,27690.63863,22,3
"313 KYLEMORE ROAD, BALLYFERMOT, DUBLIN 12",Dublin 12,Dublin,170000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,2,2015,2015-02-20,121.3860474,32997.87569,3,5
"30 Stepaside Park, Stepaside, Dublin 18",Dublin 18,Dublin,595000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,6,2011,2011-06-03,117.6102093,29387.63815,9,5
"82 Alderwood, CARRICKMACROSS",Unknown,Monaghan,164999.49,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25,11,2015,2015-11-25,82.23831338,22355.86131,22,17
"8 Ashfield Rise, Balbriggan, Co. Dublin",Unknown,Dublin,175000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,8,2012,2012-08-31,119.0093179,30840.87562,22,5
"49 SOUTHERN GARDENS, KILKENNY RD, CARLOW",Unknown,Carlow,175000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,7,2014,2014-07-07,92.4621259,24217.15096,22,0
"39 GREENOAKS, THE FAIRWAYS, WATERFORD",Unknown,Kilkenny,160000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,11,2016,2016-11-10,88.15590643,24677.73924,22,9
"60 THE MEADOWS, BULLOCK PARK, CARLOW",Unknown,Carlow,305000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,12,2020,2020-12-15,87.77965346,28593.87348,22,0
"16 LISBEG, TRALEE, KERRY",Unknown,Kerry,183000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,4,2015,2015-04-27,84.22336603,22895.48281,22,7
"TOWNHOUSE 6, RUXTON COURT, DOMINIC ST",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,10,2021,2021-10-22,88.85740352,29578.80337,22,6
"10 CONVENT HILL, BANDON, CO CORK",Unknown,Cork,142000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,10,2017,2017-10-25,98.94301186,29293.89683,22,3
"Ballina, Killaloe, Co. Tipperary",Unknown,Tipperary,250000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,7,2015,2015-07-16,90.24713667,24532.99913,22,21
"H155 BRU NA SIONNA, SHANNON, CLARE",Unknown,Clare,43000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,5,2014,2014-05-21,87.58297144,22939.23074,22,2
"46 windmill terrace, clonsilla",Unknown,Dublin,185000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,5,2010,2010-05-31,114.6838254,29224.81553,22,5
"Annagh, Ballykeeran, Athlone",Unknown,Westmeath,56000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,8,2012,2012-08-03,88.51816938,22939.19417,22,23
"THE OLD FARMHOUSE, AUGHAVILLE, BANTRY",Unknown,Cork,51500.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,2,2016,2016-02-15,98.91884037,27690.63863,22,3
"21 THE COURTYARD, ATHBOY, MEATH",Unknown,Meath,110000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,10,2017,2017-10-26,105.0864966,31112.78838,22,16
"20 BEECH LODGE, FARMLEIGH AVE, FARMLEIGH WOODS DUBLIN 15",Dublin 15,Dublin,405000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,11,2021,2021-11-18,123.9176757,41522.06589,6,5
"DROMORE, LETTERKENNY, CO DONEGAL",Unknown,Donegal,70000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,12,2020,2020-12-23,71.91219733,23409.2373,22,4
"15 The Grange, Ballyboughal, Co Dublin",Unknown,Dublin,221325.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,1,2013,2013-01-14,120.0591077,30843.61949,22,5
"12 MONTROSE AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,12,2016,2016-12-14,121.9729259,34144.23583,16,5
"47 Hollywoodrath Green, Hollystown",Unknown,Dublin,349999.9954,No,New Dwelling house /Apartment,Unknown,1,9,2021,2021-09-01,123.9176757,41522.06589,22,5
"5 KERNANSTOWN TERRACE, BENNEKERRY, CARLOW",Unknown,Carlow,117500.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,9,2016,2016-09-01,89.48697411,25050.34888,22,0
"73 THE PADDOCKS, NAAS, KILDARE",Unknown,Kildare,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,9,2014,2014-09-12,102.4504307,26833.2306,22,8
"21 STRAFFAN GATE, STRAFFAN, KILDARE",Unknown,Kildare,390000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,12,2021,2021-12-06,107.7075719,36026.93033,22,8
"NO. 4 CROSBIES YARD, OSSORY ROAD, NORTH STRAND",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,12,2020,2020-12-15,123.1012168,40191.10945,22,5
"PIEDMONT, JENKINSTOWN, DUNDALK",Unknown,Louth,177000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,4,2018,2018-04-16,90.09730878,27547.3586,22,14
"86 ST MAELRUAN'S PARK, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,285000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,6,2018,2018-06-15,122.3417314,37406.12892,13,5
"9 BEECHMOUNT, BELTURBET, CAVAN",Unknown,Cavan,110000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,9,2017,2017-09-19,82.55732554,24442.61329,22,1
"27 Clearwater, Meelmane, Courtmacsherry",Unknown,Cork,205000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,9,2011,2011-09-30,99.84716368,24949.12928,22,3
"20 THE GLADE, WOODFARM ACRES, PALMERSTOWN DUBLIN 20",Dublin 20,Dublin,354500.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,10,2019,2019-10-25,122.2901374,38902.81574,11,5
"2 The Starlings, Shanganagh Road, Shankill",Unknown,Dublin,384765.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,11,2013,2013-11-13,120.0591077,30843.61949,22,5
"11 OCEAN DRIVE ROAD, KINSALE MANOR",Unknown,Cork,320070.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,12,2017,2017-12-22,98.94301186,29293.89683,22,3
"Castlecolumb, Knocktopher",Unknown,Kilkenny,40000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,4,2013,2013-04-10,91.96687282,23626.62264,22,9
"10 BANCROFT RD, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,175000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,9,2015,2015-09-07,121.3860474,32997.87569,13,5
"JIGGINSTOWN, NAAS, KILDARE",Unknown,Kildare,450000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,4,2016,2016-04-04,107.8389625,30187.67436,22,8
"61 Heathfield Park, Cappagh Road, Finglas",Dublin 11,Dublin,139454.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,7,2013,2013-07-11,120.0591077,30843.61949,2,5
"25 COIS CUAIN, SALTHILL, GALWAY",Unknown,Galway,275000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,6,2018,2018-06-15,91.05341986,27839.69069,22,6
"No 14 Lawnsdale, Ballybofey",Unknown,Donegal,123000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,11,2012,2012-11-12,75.26538063,19504.7773,22,4
"12 CASTLEVILLAGE DRIVE, CELBRIDGE, CO KILDARE",Unknown,Kildare,284000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,6,2017,2017-06-12,114.4367515,33881.10315,22,8
"APT 6, PHIBBLESTOWN HOUSE, CLONSILLA DUBLIN 15",Dublin 15,Dublin,265000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,10,2021,2021-10-07,123.9176757,41522.06589,6,5
"50 Bushy Park House, Terenure",Unknown,Dublin,390000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,8,2014,2014-08-27,120.6112462,31589.80748,22,5
"15A OLD COURT VIEW, FIRHOUSE, DUBLIN 24",Unknown,Dublin,415000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,11,2017,2017-11-20,120.8404921,35777.04822,22,5
"CASHEL, ACHILL",Unknown,Mayo,65000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,3,2012,2012-03-05,86.57182694,22434.80589,22,15
"31 DROMARD RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,315000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,10,2019,2019-10-21,122.2901374,38902.81574,3,5
"19 THE WATERFRONT, NAAS, KILDARE",Unknown,Kildare,165000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,7,2018,2018-07-27,113.8570586,34811.93017,22,8
"KANDOOLAH, KILGOBNET, DUNGARVAN",Unknown,Waterford,525000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,3,2018,2018-03-09,89.41008255,27337.23837,22,22
"1 WOODFORD, MELBOURN RD, BISHOPSTOWN",Unknown,Cork,174000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,6,2014,2014-06-24,99.86583566,26156.28826,22,3
"Apartment 163 The Berkley, Pembroke Square, Upper Grand Canal Street",Unknown,Dublin,205000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,8,2012,2012-08-20,119.0093179,30840.87562,22,5
"9 Parkside Way, Parkside, Malahide Road",Unknown,Dublin,394999.9987,No,New Dwelling house /Apartment,less than 38 sq metres,11,10,2017,2017-10-11,120.8404921,35777.04822,22,5
"2 THE GRANARY ABBEYKNOCKMOY, ABBEYKNOCKMOY, GALWAY",Unknown,Galway,185000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,8,2019,2019-08-01,90.37404068,28749.69908,22,6
"70 Glen Aoibhinn, Ardamine, Courtown",Unknown,Wexford,203008.1203,Yes,New Dwelling house /Apartment,Unknown,5,6,2019,2019-06-05,83.51898489,26568.97561,22,24
"36 Cedarview, Northwood, Santry Demesne",Dublin 9,Dublin,527323.0203000001,No,New Dwelling house /Apartment,Unknown,25,11,2019,2019-11-25,122.2901374,38902.81574,21,5
"7 CLONMULLION RETIREMENT VILLAGE, ATHY, KILDARE",Unknown,Kildare,276950.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,4,2016,2016-04-11,107.8389625,30187.67436,22,8
"KNAPPOGUE, CLOONDARA, LONGFORD",Unknown,Longford,180000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,5,2017,2017-05-19,77.85648076,23050.84181,22,13
"PEARSE STREET, MOUNTMELLICK, CO. LAOIS",Unknown,Laois,25000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,4,2014,2014-04-24,87.4867384,22914.02594,22,10
"31 FOXBOROUGH WAY, LUCAN, DUBLIN",Unknown,Dublin,189500.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,1,2014,2014-01-16,120.6112462,31589.80748,22,5
"32 Cluain Cairn, Station Road, Carrigtwohill",Unknown,Cork,278075.0,Yes,New Dwelling house /Apartment,Unknown,22,10,2019,2019-10-22,102.3223668,32550.68859,22,3
